sheet_row,API Family,Group,Endpoint Name,Method,Description,Proposed scope,Auth Type,Docs URL,Consent category,API Path,Operation ID,Environment,mapping handled?
169,User APIs (v1),Rooms,Follow a page,POST,Follow an organizational page to see their posts in your feed.,Rooms Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/rooms-controller-follow-page/,Community activity,/v1/rooms/{pageId}/follow,RoomsController_followPage,Live,
170,User APIs (v1),Rooms,Unfollow a page,POST,Stop following a page.,Rooms Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/rooms-controller-unfollow-page/,Community activity,/v1/rooms/{pageId}/unfollow,RoomsController_unfollowPage,Live,
171,User APIs (v1),Rooms,Update post privacy in room,PATCH,Change the visibility of a post within a room.,Rooms Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/rooms-controller-update-post-privacy/,Community activity,/v1/rooms/{roomId}/posts/{postId}/privacy,RoomsController_updatePostPrivacy,Live,
172,User APIs (v1),Posts,Get posts feed,GET,"Retrieve a paginated feed of client-visible Quran Reflect posts, including reflections and lessons.",QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-feed/,Community activity,/v1/posts/feed,PostsController_feed,Live,
173,User APIs (v1),Posts,Get related posts,GET,Retrieve posts related to a given post by matching its Quran references with OR logic.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-related-posts/,Community activity,/v1/posts/{postId}/related,PostsController_getRelatedPosts,Live,
174,User APIs (v1),Posts,Get post re-reflections,GET,Retrieve paginated re-reflections of a source post for the post detail Re-Reflections tab.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-re-reflections/,Community activity,/v1/posts/{postId}/re-reflections,PostsController_getReReflections,Live,
175,User APIs (v1),Posts,Get current user posts,GET,Retrieve posts created by the currently authenticated user.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-loggedin-user-posts/,Community activity,/v1/posts/my-posts,PostsController_getLoggedinUserPosts,Live,
176,User APIs (v1),Posts,Get post liked state,GET,Returns whether the authenticated user currently likes the post.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-liked-state/,Community activity,/v1/posts/{id}/liked,PostsController_getLikedState,Live,
177,User APIs (v1),Posts,Get post by ID,GET,Retrieve a specific post by its unique numeric ID.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-find-one/,Community activity,/v1/posts/{id},PostsController_findOne,Live,
178,User APIs (v1),Posts,Delete post,DELETE,Soft-delete a post by marking it as removed.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-delete/,Community activity,/v1/posts/{id},PostsController_delete,Live,
179,User APIs (v1),Posts,Edit post,PATCH,Update an existing post.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-edit/,Community activity,/v1/posts/{id},PostsController_edit,Live,
180,User APIs (v1),Posts,Track post view,POST,Record that a post has been viewed by the current user (if authenticated).,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-view-tracking/,Community activity,/v1/posts/viewed/{id},PostsController_viewTracking,Live,
181,User APIs (v1),Posts,Track post read,POST,Record that a post has been read after the 100% reading-time threshold.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-read-tracking/,Community activity,/v1/posts/read/{id},PostsController_readTracking,Live,
182,User APIs (v1),Posts,Create post,POST,Create a new post (reflection) with Quran references.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-create/,Community activity,/v1/posts,PostsController_create,Live,
183,User APIs (v1),Posts,Report post abuse,POST,Report a post for moderation review.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-report-abuse/,Community activity,/v1/posts/{id}/report,PostsController_reportAbuse,Live,
184,User APIs (v1),Posts,Get user posts,GET,Retrieve public posts created by a specific user.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-user-post/,Community activity,/v1/posts/user-posts/{id},PostsController_getUserPost,Live,
185,User APIs (v1),Posts,Toggle post like,POST,Toggle like status for a post.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-toggle-like/,Community activity,/v1/posts/{id}/toggle-like,PostsController_toggleLike,Live,
186,User APIs (v1),Posts,Toggle post save,POST,Toggle save/bookmark status for a post.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-toggle-save/,Community activity,/v1/posts/{id}/toggle-save,PostsController_toggleSave,Live,
187,User APIs (v1),Posts,Get post comments,GET,Retrieve paginated top-level comments for a post.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-comments/,Community activity,/v1/posts/{id}/comments,PostsController_getComments,Live,
188,User APIs (v1),Posts,Get all post comments,GET,Retrieve all comments for a post in a single request without pagination.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-all-comment/,Community activity,/v1/posts/{id}/all-comments,PostsController_getAllComment,Live,
189,User APIs (v1),Posts,Export posts as PDF,POST,"Generate a downloadable PDF document containing selected posts with their full content, Quran references, and author information.",QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-export-multiple-posts/,Community activity,/v1/posts/export/pdf,PostsController_exportMultiplePosts,Live,
190,User APIs (v1),Posts,Get posts count within range,GET,Count how many posts the current user has written for verses within a specified Quran verse range.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-my-posts-count-within-range/,Community activity,/v1/posts/count-within-range,PostsController_getMyPostsCountWithinRange,Live,
191,User APIs (v1),Posts,Get public post count by verse,GET,Count public Quran Reflect posts that reference the specified Quran verse.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-public-post-count-by-verse/,Community activity,/v1/posts/count-by-verse/{verseId},PostsController_getPublicPostCountByVerse,Live,
192,User APIs (v1),Posts,Get posts by verse,GET,Retrieve all posts written by the current user for a specific Quran verse.,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/posts-controller-get-my-posts-by-verse/,Community activity,/v1/posts/by-verse/{verseKey},PostsController_getMyPostsByVerse,Live,
193,User APIs (v1),Tags,Search and retrieve tags,GET,Search for tags by query string.,Hashtags scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/tags-controller-find/,Community activity,/v1/tags,TagsController_find,Live,
194,User APIs (v1),Comments,Create a new comment,POST,Add a comment to a post or reply to an existing comment.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/comments-controller-create/,Community activity,/v1/comments,CommentsController_create,Live,
195,User APIs (v1),Comments,Edit a comment,PATCH,Update an existing comment.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/comments-controller-edit/,Community activity,/v1/comments/{id},CommentsController_edit,Live,
196,User APIs (v1),Comments,Delete a comment,GET,Soft-delete a comment and its direct replies.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/comments-controller-delete-comment/,Community activity,/v1/comments/{id}/delete,CommentsController_deleteComment,Live,
197,User APIs (v1),Comments,Toggle like/unlike a comment,POST,Toggle like status.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/comments-controller-toggle-like/,Community activity,/v1/comments/{id}/toggle-like,CommentsController_toggleLike,Live,
198,User APIs (v1),Comments,Get replies to a comment,GET,Retrieve paginated replies (nested comments) for a parent comment with author info.,QR Comments Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/comments-controller-get/,Community activity,/v1/comments/{id}/replies,CommentsController_get,Live,
199,User APIs (v1),Tags,Retrieve trending hashtags from announcements HTML,GET,,Hashtags scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_versioned/1.0.0/trending-hashtags-controller-find/,Community activity,/v1/trending-hashtags,TrendingHashtagsController_find,Live,
200,OAuth2 APIs (v1),OAuth2,The OAuth 2.0 Token Endpoint,POST,Exchange credentials / code for an access token (client_credentials or authorization_code),Authorization Scope,Client credentials / Auth code,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/oauth-2-token-exchange/,Account and preferences,/oauth2/token,oauth2TokenExchange,Live,
201,OAuth2 APIs (v1),OAuth2,OAuth 2.0 Authorization Endpoint,GET,Initiate the authorization code flow (redirect user to login),Authorization Scope,N/A,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/oauth-2-authorization/,Account and preferences,/oauth2/auth,oAuth2Authorize,Live,
202,OAuth2 APIs (v1),OAuth2,OAuth 2.0 Token Introspection,POST,Introspect (validate and inspect) an access token,Authorization Scope,Client credentials,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/oauth-2-token-introspection/,Account and preferences,/oauth2/introspect,introspectOAuth2Token,Live,
203,OAuth2 APIs (v1),OAuth2,OAuth 2.0 Token Revocation,POST,Revoke an access or refresh token,Authorization Scope,Client credentials,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/oauth-2-token-revocation/,Account and preferences,/oauth2/revoke,revokeOAuth2Token,Live,
204,OAuth2 APIs (v1),OIDC,Get OIDC User Info,GET,Get standard OpenID Connect userinfo claims for the authenticated user,Authorization Scope,Bearer token,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/get-oidc-user-info/,Account and preferences,/userinfo,getOidcUserInfo,Live,
205,OAuth2 APIs (v1),OIDC,OpenID Connect Logout,GET,End the user OIDC session and revoke tokens,Authorization Scope,Bearer token,https://api-docs.quran.foundation/docs/oauth2_apis_versioned/1.0.0/revoke-oidc-session/,Account and preferences,/oauth2/sessions/logout,revokeOidcSession,Live,
206,Search APIs (v1),Search,Search,GET,Full-text search across Quran verses / chapters / translations in any supported language,Search Scope,App credentials (search scope),https://api-docs.quran.foundation/docs/search_apis_versioned/1.0.0/search/,Content & Quran Journey,/api/v1/search,SearchController_search,Live,
207,User APIs (v1),Sync,Get mutations,GET,Get list of mutations that were applied to resources after a certain point in time.,Sync Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_prelive/get-mutations/,Content & Quran Journey,/v1/sync,authGetV1Sync,Pre-live,
208,User APIs (v1),Sync,Sync local mutations,POST,An endpoint to sync local mutations to the server.,Sync Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_prelive/sync-local-mutations/,Content & Quran Journey,/v1/sync,authPostV1Sync,Pre-live,
209,User APIs (v1),Posts,Track post view,GET,Record that a post has been viewed by the current user (if authenticated).,QR Post Scope,OAuth2 user token,https://api-docs.quran.foundation/docs/user_related_apis_prelive/posts-controller-view-tracking/,Community activity,/v1/posts/viewed/{id},PostsController_viewTracking,Pre-live,
